site_id,unit_id,read_date,salinity_ppt,dissolved_oxygen_mg_l,ph_standard_units,secchi_depth_m,water_depth_m,water_temp_c,air_temp_c,air_temp_f,time_24h,year
D,,4/18/2017,0.0,7.3,6.0,1.0,1.1,17.0,,61.0,10:10,2017
D,,5/11/2017,0.0,6.5,6.5,0.8,1.7,19.0,,62.0,10:05,2017
D,,5/25/2017,0.0,,6.5,0.7,1.8,22.0,,73.0,10:55,2017
D,,6/7/2017,0.0,4.6,6.5,0.7,1.6,22.0,,64.0,10:20,2017
D,,6/19/2017,0.0,,6.5,0.7,1.2,26.0,,72.0,10:15,2017
D,,7/11/2017,0.0,5.3,6.5,0.7,1.1,29.0,,75.0,10:05,2017
D,,7/25/2017,0.0,,6.5,0.9,1.2,29.0,,82.0,11:55,2017
Bay,,4/18/2017,0.0,6.0,6.0,0.4,0.7,20.0,,61.0,9:35,2017
Bay,,5/11/2017,0.0,5.0,6.0,0.4,0.4,18.0,,62.0,9:30,2017
Bay,,5/25/2017,0.0,6.9,7.0,0.5,0.9,20.0,,72.0,9:30,2017
Bay,,6/7/2017,0.0,3.5,6.0,0.6,0.9,21.0,,64.0,9:30,2017
Bay,,6/19/2017,0.0,4.3,6.5,0.5,1.0,25.0,,72.0,9:30,2017
Bay,,7/11/2017,0.0,4.7,7.0,0.4,0.9,27.0,,75.0,9:35,2017
Bay,,7/25/2017,0.0,6.2,7.0,0.4,0.9,26.0,,81.0,10:25,2017
A,,4/4/2017,0.0,,7.0,0.5,0.6,20.0,,71.0,11:00,2017
B,,4/4/2017,0.0,,7.0,0.2,0.3,19.0,,71.0,10:50,2017
D,,4/4/2017,0.0,6.2,6.5,1.0,1.1,19.0,,70.0,10:20,2017
Bay,,4/4/2017,0.0,4.2,6.25,0.2,0.9,19.0,,69.0,9:30,2017
A,,8/8/2017,0.0,,6.5,0.8,1.0,25.0,,70.0,10:50,2017
B,,8/8/2017,0.0,,6.5,0.1,0.1,25.0,,70.0,11:00,2017
D,,8/8/2017,0.0,4.8,,0.9,1.7,25.0,,70.0,10:30,2017
Bay,,8/8/2017,0.0,6.2,7.0,0.4,0.9,25.0,,70.0,10:00,2017
A,,9/12/2017,0.0,,7.0,0.4,0.4,21.0,,72.0,11:00,2017
B,,9/12/2017,0.0,,6.5,0.3,0.3,20.0,,72.0,10:50,2017
D,,9/12/2017,0.0,5.8,6.5,1.0,1.7,20.0,,72.0,10:15,2017
Bay,,9/12/2017,0.0,6.0,7.0,0.3,0.3,20.0,,72.0,09:30,2017
B,,9/29/2017,0.0,3.0,7.0,0.1,0.1,24.5,,78.0,10:15,2017
D,,9/29/2017,0.0,,6.5,1.3,1.3,25.0,,78.0,11:10,2017
Bay,,9/29/2017,0.0,,,0.1,0.1,,,78.0,09:35,2017
A,,10/12/2017,0.0,,6.5,0.3,0.4,25.0,,74.0,10:55,2017
B,,10/12/2017,0.0,,7.0,0.1,0.1,25.0,,74.0,11:05,2017
D,,10/12/2017,0.0,5.8,6.5,1.8,2.1,26.0,,74.0,10:25,2017
Bay,,10/12/2017,0.0,5.2,7.0,1.5,1.9,25.0,,74.0,09:45,2017
Bay,,10/26/2017,0.0,7.1,7.0,0.35,0.8,26.0,,54.0,09:40,2017
A,,10/26/2017,0.0,6.8,6.5,0.2,0.4,27.0,,54.0,10:45,2017
B,,10/26/2017,0.0,4.1,6.5,0.2,0.2,26.0,,54.0,10:15,2017
D,,10/26/2017,0.0,,6.5,1.2,1.2,27.0,,54.0,11:15,2017
Bay,,11/8/2017,,6.6,7.0,0.5,0.5,16.0,,52.0,09:30,2017
D,,11/8/2017,,6.9,6.5,1.2,1.5,16.0,,52.0,10:20,2017
B,,11/8/2017,,,6.5,0.2,0.2,15.0,,52.0,10:50,2017
A,,11/8/2017,,,6.5,0.6,0.6,16.0,,52.0,11:00,2017
A,,11/29/2017,,,,,,,,,,2017
A,,12/12/2017,0.0,,6.5,0.7,0.7,6.0,,48.0,11:25,2017
B,,11/29/2017,0.0,5.2,6.5,0.2,0.2,6.0,,48.0,10:40,2017
B,,12/12/2017,0.0,,6.5,0.2,0.2,6.0,,48.0,11:10,2017
D,,11/29/2017,0.0,,6.5,1.3,1.3,7.0,,48.0,10:20,2017
D,,12/12/2017,0.0,9.9,6.5,1.3,1.3,7.0,,48.0,11:40,2017
Bay,,11/29/2017,0.0,10.0,7.0,0.6,0.8,9.0,,48.0,09:45,2017
Bay,,12/12/2017,0.0,10.0,7.0,0.6,0.8,9.0,,48.0,10:00,2017
A,,1/16/2018,0.0,,7.0,0.6,0.6,5.0,,37.0,11:05,2018
A,,2/14/2018,0.0,,6.5,1.0,1.8,7.0,,45.0,10:50,2018
A,,3/7/2018,0.0,,6.5,1.1,1.8,8.0,,47.0,11:00,2018
A,,3/22/2018,0.0,8.0,6.5,0.7,0.9,7.0,,40.0,11:03,2018
A,,,1.0,,7.0,0.6,1.0,17.0,,70.0,4/4/18,1899
A,,4/17/2018,1.0,,7.0,1.3,1.6,14.0,,48.0,10:55,2018
A,,5/10/2018,0.1,,7.0,0.7,0.9,21.0,,65.0,,2018
A,,5/25/2018,0.1,4.0,6.5,5.5,7.0,26.0,,84.0,10:45,2018
A,,6/14/2018,0.1,,7.0,1.0,1.2,26.0,,84.0,10:40,2018
A,,6/27/2018,0.1,4.7,4.8,0.5,0.5,27.0,,76.0,11:05,2018
A,,7/18/2018,0.1,,7.0,0.5,0.5,28.0,,80.0,10:52,2018
A,,8/1/2018,0.0,,6.5,0.5,1.2,29.0,,83.0,10:55,2018
A,,8/14/2018,0.0,3.8,6.5,0.4,1.2,28.0,,78.0,,2018
A,,9/4/2018,0.0,,6.5,0.8,0.8,31.0,,85.0,10:57,2018
A,,9/20/2018,0.09,4.4,6.5,0.3,0.5,28.0,,80.0,10:55,2018
A,,1/31/2018,0.0,10.0,7.0,1.0,1.0,3.0,,30.0,,2018
B,,1/31/2018,0.0,7.7,6.5,0.4,0.5,3.0,,30.0,10:20,2018
B,,1/16/2018,0.0,,6.5,0.3,0.3,5.0,,37.0,10:50,2018
B,,2/14/2018,0.0,,6.5,0.5,0.5,8.0,,45.0,10:40,2018
B,,3/7/2018,0.0,,6.5,0.2,0.2,8.0,,47.0,10:50,2018
B,,3/22/2018,0.0,9.8,6.5,0.2,0.2,5.0,,40.0,10:22,2018
B,,4/4/2018,1.0,,7.0,0.5,0.5,19.0,,70.0,10:35,2018
B,,4/17/2018,1.0,8.0,6.5,0.4,0.4,10.0,,48.0,10:25,2018
B,,5/10/2018,0.8,,7.5,0.3,0.3,22.0,,65.0,10:40,2018
B,,5/25/2018,0.6,4.9,7.0,0.4,0.4,26.1,,74.0,10:10,2018
B,,6/14/2018,0.08,,7.0,0.3,0.3,29.0,,83.0,10:30,2018
B,,6/27/2018,0.7,3.7,7.0,0.2,0.2,26.0,,76.0,,2018
B,,7/18/2018,0.8,,7.0,0.1,0.1,28.0,,80.0,10:40,2018
B,,8/1/2018,8.0,,6.5,0.4,0.4,30.0,,83.0,10:35,2018
B,,8/14/2018,0.0,7.3,6.5,0.2,0.2,27.0,,77.0,10:20,2018
B,,9/4/2018,0.0,,6.5,0.2,0.2,30.0,,85.0,10:45,2018
B,,9/20/2018,0.0,5.0,6.5,0.2,0.2,28.0,,80.0,10:25,2018
D,,1/31/2018,0.0,,6.5,1.2,1.3,4.0,,30.0,10:10,2018
D,,1/16/2018,0.0,10.0,6.5,1.6,1.6,4.0,,37.0,09:50,2018
D,,2/14/2018,0.0,9.5,6.5,1.3,1.4,6.0,,45.0,10:10,2018
D,,3/7/2018,0.0,10.0,6.5,1.0,1.5,8.0,,47.0,10:15,2018
D,,3/22/2018,0.0,,6.5,1.1,1.7,7.0,,40.0,10:05,2018
D,,4/4/2018,1.0,8.0,,0.9,1.3,18.0,,70.0,10:00,2018
D,,4/17/2018,1.0,,7.0,0.9,1.3,14.0,,48.0,10:00,2018
D,,5/10/2018,0.0,6.3,6.5,0.8,1.2,21.4,,63.0,10:15,2018
D,,5/25/2018,0.0,,6.5,0.9,1.6,25.0,,73.0,09:55,2018
D,,6/14/2018,0.0,5.0,6.5,0.8,1.3,27.0,,82.0,10:05,2018
D,,6/27/2018,0.0,,6.5,0.7,1.5,25.0,,76.0,10:25,2018
D,,7/18/2018,0.0,4.0,,0.8,1.5,27.0,,80.0,10:10,2018
D,,8/1/2018,0.0,4.0,6.5,0.5,1.6,28.0,,82.0,10:10,2018
D,,8/14/2018,,,6.5,0.4,1.5,28.0,,77.0,10:05,2018
D,,9/4/2018,0.0,3.2,6.5,0.8,1.3,30.0,,83.0,10:25,2018
D,,9/20/2018,0.0,5.0,6.5,0.4,1.4,25.0,,80.0,10:05,2018
Bay,,1/31/2018,0.0,8.0,7.0,0.1,0.2,4.0,,30.0,09:30,2018
D,,,0.0,,,,,,37.0,,,1899
Bay,,2/14/2018,0.0,6.0,6.0,0.5,0.5,5.0,,45.0,0938,2018
Bay,,1/16/2018,,,,,,,,37.0,,2018
Bay,,3/7/2018,0.0,9.2,7.0,0.1,0.1,9.0,,47.0,09:45,2018
Bay,,3/22/2018,0.0,8.8,6.0,0.2,0.5,6.0,,40.0,09:40,2018
Bay,,4/4/2018,0.66,7.9,6.5,0.1,0.9,17.0,,70.0,09:35,2018
Bay,,4/17/2018,1.2,7.8,6.5,0.2,1.0,14.0,,48.0,09:35,2018
Bay,,5/10/2018,0.18,6.0,6.5,0.2,0.4,20.0,,62.0,09:40,2018
Bay,,5/25/2018,2.3,6.9,6.5,0.4,0.9,25.0,,73.0,09:45,2018
Bay,,6/14/2018,0.1,5.6,7.0,0.5,0.9,24.0,,82.0,09:35,2018
Bay,,6/27/2018,,6.0,7.0,0.4,0.8,24.0,,76.0,09:40,2018
Bay,,7/18/2018,2.6,6.2,7.0,0.6,0.9,26.0,,80.0,09:40,2018
Bay,,8/1/2018,1.9,3.8,7.0,0.5,1.2,26.0,,82.0,09:30,2018
Bay,,8/14/2018,2.1,6.0,7.0,0.5,0.9,26.0,,76.0,09:30,2018
Bay,,9/4/2018,1.9,6.2,7.5,0.4,0.7,28.0,,82.0,09:40,2018
Bay,,9/20/2018,1.6,4.2,7.0,0.4,1.0,25.0,,78.0,09:30,2018
A,,4/24/2019,,,,,,,,,,2019
A,,5/8/2019,0.0,,7.0,0.4,0.9,27.0,,71.0,10:50,2019
A,,5/23/2019,0.0,4.9,7.0,0.4,0.6,25.0,,69.0,10:45,2019
A,,6/5/2019,2.0,,8.0,0.6,0.8,28.0,,73.0,10:55,2019
A,,7/3/2019,0.0,,7.0,0.7,0.8,33.0,,87.0,10:45,2019
A,,8/6/2019,,,7.5,0.7,0.9,31.0,,81.0,10:50,2019
A,,8/20/2019,0.0,3.6,7.0,0.5,0.5,28.0,,84.0,10:40,2019
A,,9/3/2019,0.0,,7.0,0.8,1.0,28.0,,80.0,10:45,2019
A,,9/18/2019,0.0,4.6,7.0,0.6,0.6,23.0,,71.0,10:45,2019
A,,10/11/2019,0.0,,7.0,0.6,0.6,19.0,,65.0,10:45,2019
A,,10/23/2019,0.0,5.9,7.0,0.5,1.0,20.0,,63.0,10:25,2019
B,,4/24/2019,0.2,7.0,,0.5,0.5,23.0,,69.0,10:30,2019
B,,5/8/2019,0.0,,6.5,0.1,0.1,28.0,,71.0,10:45,2019
B,,5/23/2019,0.0,4.1,7.0,0.3,0.3,27.0,,69.0,11:10,2019
B,,6/5/2019,2.0,,9.0,0.2,0.2,27.0,,73.0,10:40,2019
B,,7/3/2019,0.0,,7.5,0.1,0.1,33.0,,87.0,10:58,2019
B,,8/6/2019,0.0,,7.5,0.1,0.1,31.0,,82.0,11:00,2019
B,,8/20/2019,0.0,,7.0,0.1,0.1,31.0,,87.0,11:05,2019
B,,9/3/2019,0.1,,7.0,0.1,0.1,30.0,,80.0,10:55,2019
B,,9/18/2019,0.0,4.7,6.5,0.2,0.2,23.0,,71.0,11:00,2019
B,,10/11/2019,0.0,,7.0,0.1,0.1,20.0,,65.0,10:55,2019
B,,10/23/2019,0.0,4.6,6.5,0.2,0.2,20.0,,63.0,10:55,2019
D,,4/24/2019,0.0,,6.5,0.6,0.14,22.0,,68.0,10:18,2019
D,,5/8/2019,0.24,4.8,6.5,0.7,0.13,24.0,,70.0,10:18,2019
D,,11/5/2019,0.0,,6.5,9.0,12.0,27.0,,70.0,5/23/19,2019
D,,6/5/2019,0.0,4.1,7.0,0.6,1.1,15.0,,72.0,10:10,2019
D,,7/3/2019,0.0,5.9,7.0,0.4,1.1,28.0,,86.0,10:30,2019
D,,8/6/2019,0.0,3.6,6.5,0.7,1.2,25.0,,79.0,10:10,2019
D,,8/20/2019,,,6.5,1.2,0.5,27.0,,84.0,10:15,2019
D,,9/3/2019,0.0,5.5,7.0,0.5,1.2,28.0,,80.0,10:15,2019
D,,9/18/2019,0.0,,7.0,0.5,1.0,23.0,,,10:15,2019
D,,10/11/2019,0.0,,6.5,0.9,1.0,20.0,,63.0,10:05,2019
D,,10/23/2019,0.0,,6.5,0.9,1.0,20.0,,63.0,10:10,2019
Bay,,4/24/2019,0.7,4.0,6.5,0.3,1.0,22.0,,68.0,9:45,2019
Bay,,5/8/2019,0.8,5.3,7.0,0.4,0.7,22.0,,69.0,9:45,2019
Bay,,5/23/2019,0.8,6.9,7.0,0.4,0.9,22.0,,69.0,9:30,2019
Bay,,6/5/2019,9.0,4.2,8.0,0.4,0.9,24.0,,72.0,9:30,2019
Bay,,7/3/2019,0.0,6.5,7.5,0.4,0.9,26.0,,85.0,09:35,2019
Bay,,8/6/2019,0.01,4.4,7.5,0.4,0.8,25.0,,79.0,09:30,2019
Bay,,8/20/2019,0.0,4.0,7.0,0.4,1.0,26.0,,82.0,9:45,2019
Bay,,9/3/2019,0.0,4.5,9.0,0.4,0.9,27.0,,79.0,9:30,2019
Bay,,9/18/2019,0.5,4.1,7.5,0.4,0.4,22.8,,71.0,9:30,2019
Bay,,10/11/2019,0.1,6.0,,0.3,0.3,19.0,,65.0,9:30,2019
Bay,,10/23/2019,0.5,6.2,7.0,0.5,0.9,19.0,,63.0,9:30,2019
A,,2/6/2019,0.0,,6.5,0.1,0.5,15.0,,57.0,11:15,2019
A,,2/28/2019,0.0,10.0,7.0,0.4,1.3,10.0,,46.0,10:45,2019
A,,3/14/2019,0.0,,6.5,0.7,1.2,15.0,,60.0,11:10,2019
A,,3/26/2019,0.0,7.0,6.5,0.0,0.4,11.0,,44.0,10:45,2019
D,,5/23/2019,0.0,,6.5,0.9,1.2,27.0,,70.0,11:40,2019
B,,2/6/2019,0.0,,6.5,0.2,0.2,15.0,,57.0,10:45,2019
B,,2/28/2019,0.0,8.7,6.5,0.4,0.4,10.0,,46.0,10:20,2019
B,,3/14/2019,0.0,,6.5,0.4,0.4,15.0,,60.0,11:00,2019
B,,3/26/2019,0.0,9.5,7.0,0.3,0.3,12.0,,44.0,10:20,2019
B,,4/10/2019,0.2,,7.0,0.2,0.2,19.0,,58.0,10:05,2019
D,,2/6/2019,0.0,10.0,6.5,1.0,1.5,13.0,,46.0,10:20,2019
D,,2/28/2019,0.0,,6.5,1.0,1.5,13.0,,46.0,10:05,2019
D,,3/14/2019,0.0,8.3,6.5,1.0,1.4,16.0,,59.0,10:45,2019
D,,3/26/2019,0.0,,6.5,0.9,1.4,14.0,,44.0,10:10,2019
D,,4/10/2019,0.0,6.7,6.5,0.9,1.4,20.0,,57.0,10:15,2019
Bay,,2/6/2019,0.0,6.0,7.0,0.4,0.6,15.0,,56.0,09:40,2019
Bay,,2/28/2019,0.7,10.0,6.5,0.4,0.6,12.0,,46.0,09:30,2019
Bay,,3/14/2019,0.6,8.7,6.5,0.4,0.8,15.0,,59.0,10:15,2019
Bay,,4/26/2019,0.6,10.0,6.5,0.1,0.4,12.0,,44.0,09:40,2019
Bay,,4/10/2019,0.0,7.4,6.5,0.2,0.7,19.0,,57.0,09:45,2019
A,,8/13/2015,0.0,,7.5,0.5,0.6,27.0,,82.0,10:45,2015
A,,8/27/2015,0.0,5.7,7.0,0.2,0.4,25.0,,79.0,10:40,2015
A,,9/9/2015,0.0,10.0,7.5,0.2,0.2,29.0,,83.0,10:20,2015
A,,9/22/2015,0.0,,7.5,0.7,0.7,25.0,,74.0,11:00,2015
B,,8/13/2015,0.0,,7.0,0.2,0.2,27.0,,81.0,10:30,2015
B,,8/27/2015,0.0,3.2,8.5,0.2,0.2,23.0,,79.0,10:20,2015
B,,9/9/2015,0.0,,7.5,0.8,0.8,28.0,,84.0,10:50,2015
B,,9/22/2015,0.0,2.3,8.0,0.3,0.3,24.0,,73.0,10:30,2015
D,,8/13/2015,0.0,6.1,6.0,0.9,1.1,27.0,,82.0,10:10,2015
D,,8/27/2015,0.0,,7.0,0.8,1.0,24.0,,79.0,10:05,2015
D,,9/9/2015,0.0,4.8,7.0,0.6,0.9,28.0,,82.0,10:00,2015
D,,9/22/2015,0.0,,7.0,0.7,0.9,24.0,,74.0,11:30,2015
Bay,,8/13/2015,0.0,6.3,9.0,0.4,0.4,26.0,,82.0,09:45,2015
Bay,,8/27/2015,0.0,5.0,8.5,0.4,0.7,23.0,,79.0,09:45,2015
A,,10/11/2018,0.0,,6.5,0.4,0.4,27.0,,79.0,10:50,2018
A,,10/24/2018,0.0,6.6,6.5,0.2,0.7,15.0,,58.0,10:55,2018
A,,10/28/2019,0.1,,6.5,0.7,1.0,13.0,,49.0,11:00,2019
A,,11/7/2018,0.0,,6.5,0.6,0.6,20.0,,65.0,10:58,2018
A,,12/11/2018,0.0,,6.5,0.8,1.2,11.0,,42.0,10:40,2018
B,,10/11/2018,0.0,,6.5,0.1,0.1,27.0,,79.0,10:35,2018
B,,10/24/2018,0.1,6.7,6.5,0.2,0.2,15.0,,58.0,10:25,2018
B,,10/28/2018,0.1,5.0,7.0,0.4,0.5,13.0,,49.0,10:30,2018
B,,11/7/2018,,0.0,7.0,0.2,0.2,20.0,,65.0,10:45,2018
B,,12/11/2018,0.0,,6.5,0.4,0.4,9.0,,42.0,10:20,2018
D,,10/11/2018,0.0,6.0,6.5,0.7,1.2,26.0,,78.0,10:10,2018
D,,10/24/2018,0.0,,6.5,0.6,1.3,16.0,,58.0,10:15,2018
D,,10/28/2018,0.0,,6.5,1.1,1.2,13.0,,49.0,10:15,2018
D,,11/7/2018,0.0,6.9,6.5,0.9,1.3,20.0,,65.0,10:22,2018
D,,12/11/2018,0.0,,6.5,1.2,1.4,11.0,,42.0,10:15,2018
Bay,,10/11/2018,1.9,5.0,7.0,4.0,1.2,25.0,,78.0,09:30,2018
Bay,,10/24/2018,0.0,9.0,7.0,0.3,0.6,18.0,,58.0,09:30,2018
Bay,,10/28/2018,0.9,2.9,7.0,0.4,0.9,13.0,,49.0,09:20,2018
Bay,,11/7/2018,1.7,,7.0,0.45,0.9,20.0,,65.0,09:45,2018
Bay,,12/11/2018,0.1,,7.0,0.1,0.1,10.0,,42.0,09:40,2018
